ID_Pessoa,Idade,Renda,Tipo_de_Residência,Tempo_de_trabalho,ID_Emprestimo,Intenção_do_emprestimo,Grau_emprestimo,Quantidade_emprestimo,Taxa_juros,Estado_emprestimo,Renda_percentual,ID_historico,inadimplencia,tempo_historico_de_credito
MXJmssWy-qw5W,22,21600,Aluguel,0,4z6txteb-zoza,Educação,A,9600,7.49,1,0.44,7Zqrp3Th-wIFs,N,2
ulj8k9G7-xRSa,25,39000,Aluguel,4,Tiv7cnAJ-P77O,Pessoal,D,14000,16.49,1,0.36,PZuCWEmQ-esMZ,N,3
0zMs4Mad-rlek,31,75000,Hipotecada,5,5kypxJPb-fPpZ,"Melhoramento do lar",C,2500,12.99,0,0.03,KgatsHel-OqOe,Y,5
MDBFsb0T-dOO7,26,66000,Aluguel,10,OpiS5r6i-SsdD,Investimento,C,6000,13.49,1,0.09,IvEr2O2v-3WNB,Y,2
vXOglcJb-aSy1,26,109500,Hipotecada,10,5g732SI8-S1gA,Investimento,B,5000,10.95,0,0.05,cSoMzybm-2EKg,N,3
5b1mcZjz-4pwh,22,16320,Aluguel,0,5Tnt4dtJ-ZqgH,"Melhoramento do lar",C,3000,13.92,1,0.18,lIhWA3Ae-nATg,Y,4
DChIhATd-Y7HF,23,48000,Hipotecada,3,8P0fnh1g-zKn5,Investimento,B,12000,11.36,0,0.25,pANYlcGB-KcMY,N,3
ErM1pMZQ-IEaq,23,61000,Aluguel,2,xgYeLHCo-R4UH,Pessoal,D,8400,14.84,1,0.14,SfC3o7z1-l9ff,N,2
0nZxveWM-g50m,28,83135,Hipotecada,3,h167whHL-K4ic,Educação,C,8000,13.99,0,0.1,PErSh6Gk-O7Ir,Y,10
3vOrh5sJ-r8hJ,29,92004,Aluguel,8,HUkt8Pks-kexe,Educação,B,6000,10.38,0,0.07,cXUC8du2-GnaW,N,10
3YfRzDFj-YKL5,24,70000,Hipotecada,8,hHSqR4pK-FmKj,Investimento,B,25000,9.62,0,0.36,LJslbtSo-Aeb4,N,2
CRCuXsFQ-etcj,28,62000,Aluguel,2,Far59X26-ySSI,Pessoal,B,3000,9.96,0,0.05,RcN8OKrC-fJAL,N,9
sgDZg58h-3cB4,33,30000,Hipotecada,17,BkcX7xFw-p6s5,"Melhoramento do lar",A,10000,5.79,0,0.33,bJFaAUbn-7uzM,N,6
x04TJaRi-KjbZ,52,30000,Aluguel,6,5BhsFYbO-NWNy,Médico,C,5000,12.73,0,0.17,6yU8RRUt-dS9c,Y,18
jhbxamJK-kJWO,28,132000,Hipotecada,5,wS2wrHLy-H0Uo,"Quitação de dividas",B,25000,9.99,0,0.19,8gz5UtbR-E0Fg,N,10
7EeTmDoc-Iagt,30,58000,Hipotecada,0,Kq1cYDq8-FxX0,"Melhoramento do lar",B,4000,11.12,0,0.07,bm3MfSS2-wbIY,N,6
pQH4CqFt-ovdo,23,102000,Própria,0,XmYgpES9-DWYn,Médico,D,30000,16.77,0,0.29,0NJQ3D7C-XyNn,Y,2
dvsBdHe3-CNgh,52,71520,Aluguel,0,1QbQIAOj-OMK3,Investimento,E,7000,16.82,1,0.1,XfxJa9cE-5Bc2,N,28
WwMbxox0-gFJD,26,31200,Hipotecada,4,NfjJ9bvY-hz1E,"Melhoramento do lar",A,8400,7.51,0,0.27,IdmojMvp-YKZd,N,3
Dx4poWqQ-aBzP,22,38400,Própria,5,v9o136j9-1Icg,Educação,C,10000,13.99,0,0.26,BmL1A0rx-IC66,N,4
fqmbO1KT-8XpF,23,113000,Hipotecada,7,1z2bHX9b-4QMI,Educação,A,8000,5.79,0,0.07,gwy4Co4n-oPuv,N,2
9MKJMylm-14KK,22,91000,Aluguel,6,eAZcmBFa-klPg,Pessoal,A,8000,6.92,0,0.09,SED7Gxex-3ekQ,N,4
HXXDvItO-MkWs,25,200000,Hipotecada,2,TU3kBjUk-fLpx,"Quitação de dividas",B,15500,11.99,0,0.08,agLQHUOF-ElUE,N,2
5o56msRa-Fm94,26,78200,Hipotecada,3,FRdG43HY-gRNJ,Médico,C,15000,14.27,1,0.16,MHkgP0nL-xlc8,Y,4
yv0oqucJ-8OdT,25,38000,Hipotecada,9,jD0YiE5A-FO9E,"Melhoramento do lar",A,9000,6.99,0,0.24,tU3zdnjl-pX2f,N,4
CgBDQ38L-Lsfu,37,92500,Aluguel,1,g89BzZtj-ZmZG,Educação,A,15000,7.49,0,0.16,u7XiDh52-vLMg,N,14
qrF9bHgH-Tsay,32,36500,Aluguel,2,OimcX9UI-KYn8,"Melhoramento do lar",A,5000,6.91,1,0.14,p2ekzmLK-mHZw,N,5
TcR1Qi9j-tJQe,32,36000,Aluguel,5,zT5g9FB0-sySX,"Quitação de dividas",D,1600,14.09,1,0.04,NeYLUWbi-UJT3,Y,9
NQmvZ3TL-S42Z,23,66000,Hipotecada,7,jjJbEQj6-2fsH,Investimento,A,15000,6.03,0,0.23,GBQJEhwn-Zixo,N,4
PhojhL9f-CnWR,21,24000,Aluguel,2,agUCmajJ-5IhY,Médico,B,6000,11.36,0,0.25,UxbS2Hma-F83l,N,3
KLmDglsp-Mauc,33,69000,Hipotecada,17,coR5XE7p-wfvu,Educação,B,7200,10.74,0,0.1,izmhksOS-95ex,N,7
XkpgRyIw-SxCQ,35,30000,Aluguel,2,reahN6aC-BPzK,Educação,C,3000,12.53,0,0.1,OO4pQAPr-aXBq,Y,5
mBuQY2Dq-CAvq,27,65000,Aluguel,5,YAKXC1aC-sor2,Investimento,C,7000,13.57,0,0.11,wy7ZR53S-3Ymh,N,7
uBKCMFdR-XARZ,24,61400,Aluguel,1,Jc9btWRx-XF6G,Investimento,C,12250,12.23,0,0.2,yLLQ3LBk-oWl5,N,4
QE1Jfo8D-gNF6,29,75000,Hipotecada,9,ZUzGpGll-142D,"Quitação de dividas",B,10000,11.48,0,0.13,XGKTKQjS-WLz7,N,10
GKAu1jbt-Icr3,36,36000,Aluguel,3,10somE1W-mcQP,"Quitação de dividas",C,9000,12.73,0,0.25,UGPewKSQ-0jBc,Y,17
MPB6hejO-C5ar,41,47000,Hipotecada,19,bGuslzwk-PHD2,"Quitação de dividas",A,7200,7.51,0,0.15,7yrA9gOp-dkvF,N,16
T2GzXSeH-g0IK,28,65450,Hipotecada,5,I14TC9LB-0G2Y,Médico,D,15000,16.89,1,0.19,W4FwPJki-C7IU,N,9
1lLRe42S-Jrv1,29,75000,Hipotecada,3,ZPB42CYs-r3CO,Médico,B,4000,10.75,0,0.05,6mbca2v6-8bSz,N,9
0zTaE1t6-Jbkg,29,60000,Aluguel,11,ILj2Btn5-U0n9,Educação,C,10000,11.97,0,0.17,8GYA7cA4-9Nti,N,5
R2bD7gYC-ZbAS,29,39600,Hipotecada,0,k6f5Zrtc-cRsF,Educação,B,5600,10.65,0,0.14,aP7s1LmX-RHJQ,N,8
FTDflfi3-6Pij,32,34000,Hipotecada,5,xJ8Q45Zv-N1Ef,"Quitação de dividas",A,4000,7.49,0,0.12,6tc4ws3e-Rjca,N,9
GfdgNrCZ-iMIo,23,63000,Hipotecada,8,GGjZ0ZOZ-FYYx,Educação,A,7300,7.49,0,0.12,1IOlpDDj-lKGQ,N,2
E0htkI0Y-bYpE,28,35000,Aluguel,4,X52HzXIR-N9fa,Educação,B,13250,10.65,1,0.38,bnS66ENu-jt6Y,N,7
ZsF2HeEa-nanX,26,75000,Hipotecada,10,wPEHsndi-QvMR,"Quitação de dividas",A,10000,8.94,0,0.13,k0EaWyqE-DJcr,N,2
tiHLkESC-pbul,28,30000,Aluguel,12,M2A9RgJn-qafg,Médico,D,10000,17.58,1,0.33,TnrWYujN-OaaD,N,5
j5Xv7rd8-Y7uM,38,124499,Aluguel,3,8vbWfvaT-bmxj,Educação,C,25000,13.06,0,0.2,M8rCizqg-wuKK,N,13
yG7Ee8Lq-6beX,31,95000,Hipotecada,5,WsTOnbN2-q9ov,Investimento,B,18000,11.71,0,0.19,wtDkcFua-SXF9,N,9
8kwQORpo-p5LF,23,42000,Hipotecada,7,QNIR7QNx-xILP,Educação,A,10500,7.66,1,0.25,XDH0cJ8d-1y4e,N,2
WrJSbz5F-lqhz,27,88000,Aluguel,11,DcFF0S5G-f8rL,Investimento,A,9000,6.91,0,0.1,I517jRCJ-mpis,N,8
oD4ldfNc-oi3p,29,50000,Própria,8,z5T8yjpQ-HWzb,Investimento,B,9725,12.12,0,0.19,XOBDL2Xi-QD9H,N,7
cxR05Dqx-Qsvi,27,66000,Hipotecada,12,dJOmBtiF-k3oR,Educação,D,8400,16.49,0,0.13,x7Hvd1JA-vxk5,Y,7
FmuZWAJm-ycoI,44,49200,Hipotecada,2,RlTq8Id1-bPf7,Investimento,D,3600,16.29,0,0.07,XE6YrA4c-Os1D,Y,14
USbOQTfS-OZGi,33,109000,Hipotecada,4,Wo8mL5gR-TyYy,Pessoal,C,18400,12.41,0,0.17,ysM8CEW3-KEsh,Y,8
AmFPEilQ-Kevh,22,63000,Hipotecada,6,Ti7bg1s4-kXb2,Educação,A,4500,5.42,0,0.07,tWyptxaC-g1jK,N,2
u79QNngy-Xno4,31,41000,Hipotecada,6,YXP5DuNl-XDgC,Médico,C,3200,13.16,1,0.08,rw388Gqs-2cyk,N,6
YSLzz5iM-HRWS,23,23340,Aluguel,8,X2cPGbMj-BrXQ,Educação,A,5300,7.9,0,0.23,kkfY99c7-3jKd,N,3
TRcXscZk-m9mv,31,103000,Aluguel,2,9dhvNRtL-Stpi,Investimento,F,20000,18.17,1,0.19,5v01tG1n-2fbj,N,5
LHj3D9Se-uDIu,33,103000,Aluguel,0,zM85UcP5-f6TF,Educação,C,9000,14.65,1,0.09,sCMOCEyH-lEdo,Y,9
fZu0g2RQ-7d4F,33,18000,Aluguel,3,ULKduhNw-8LdY,Educação,C,3300,11.97,1,0.18,Y7LWPR31-JxtO,N,8
yLGx40DX-5vfa,23,75000,Aluguel,0,jJTb7hQX-MjNc,Pessoal,C,10000,13.47,0,0.13,zi9AnErK-yTmS,N,4
Wy0a100v-2LfO,24,143000,Aluguel,7,WvQ8fHTf-bBJq,Investimento,E,9000,16.45,1,0.06,1FecWWKv-rsgF,Y,4
8HiGKl6N-un9O,23,73000,Aluguel,4,8h14smu7-MmyA,Médico,B,6000,12.53,0,0.08,arzPYtRs-YWYf,N,4
OK8UdrPW-M9EU,26,53000,Própria,2,0lsas9Tm-ui1w,Investimento,B,2500,9.91,0,0.05,nKCgIZZl-fipd,N,2
pr8TuJPX-T1jP,37,100000,Aluguel,0,tvxbfim8-Abai,"Quitação de dividas",B,2400,9.99,0,0.02,gIjyaXna-Oejs,N,16
k7ObpFaE-SCRO,26,140000,Hipotecada,10,PA2U9izm-Ty36,Investimento,B,24250,12.53,0,0.17,2cIPogK5-2Y8A,N,3
jlQ1dTvg-AvlS,36,45000,Aluguel,12,sWb2CMv8-0ZIh,Médico,D,10000,15.99,0,0.22,TqwuTNFy-B8x4,N,14
Yb7IOluW-iN4q,25,85000,Hipotecada,5,Ks0yJZTF-SqxS,"Melhoramento do lar",C,9600,13.85,0,0.11,Ysnftjl4-JrRp,Y,4
hxbDsYXs-dPlS,28,71007,Hipotecada,4,uI7fWoPY-cq5f,Educação,F,25000,18.62,0,0.35,YJYjvt8n-Efn2,N,7
5PQOzd3l-rpvU,26,80000,Aluguel,11,79lqjAU8-HFWL,Investimento,A,15000,8.49,0,0.19,ttRfM5SN-SmL7,N,2
eGnAWfJc-IX9P,32,93000,Hipotecada,16,aYJbdK2h-RzYH,Investimento,B,21000,10.74,0,0.23,1BLMGCEp-vP6m,N,10
Diu49UZ1-assq,24,54996,Própria,0,00YX3mvQ-BQb2,Investimento,B,12000,11.26,0,0.22,v6Fj3mWR-gDmT,N,3
uWgndJz7-iU7J,29,89000,Aluguel,1,UFlzUELx-Dhbf,Educação,A,28800,7.49,1,0.32,9iPDgAyc-DIK6,N,6
A9Oc9hKT-cC3n,30,50000,Hipotecada,3,k2whZNKM-L1rv,"Melhoramento do lar",B,5000,10.95,0,0.1,JEnfqJda-ebkr,N,9
Kn5M52D0-ujcl,23,39996,Aluguel,6,UD0O6oIR-iMfI,Pessoal,B,5000,10.2,0,0.13,8EIRiDOq-MgCc,N,2
Eq81Tr6X-dlbP,27,96000,Aluguel,7,tDrdTSZ9-Tn5Z,"Melhoramento do lar",B,7500,9.83,0,0.08,AjUPhB81-ysr2,N,10
xL5DhHK6-WSTA,29,63600,Aluguel,5,5rw8GOHe-oP9d,"Quitação de dividas",B,12000,12.42,1,0.19,qjpZiuWE-oi9C,N,8
ccjNJwBf-7paG,24,24000,Aluguel,8,CAypU2rn-T1Jj,"Quitação de dividas",B,4750,10.62,0,0.2,67uJhhrx-mTOv,N,3
dl6a1Rfw-FUv7,33,36000,Hipotecada,3,poNfoPs1-D5L5,Pessoal,A,7800,7.14,0,0.22,ACHG7opB-aELl,N,10
BA254ABi-QQ1d,25,98000,Hipotecada,2,1gZHMgSs-iMJh,Pessoal,A,6400,9.63,0,0.07,NnZ6ZzON-UK9h,N,4
sQhrjXgA-J3LL,29,54000,Hipotecada,7,fRngaunJ-ze2B,Médico,F,14800,18.53,1,0.27,mYXThTrf-WLG0,Y,8
3y97rdvx-b12X,33,33036,Aluguel,4,e0Pkri1R-l9pk,Investimento,C,13800,13.47,1,0.42,cUDbJad3-YQUg,Y,5
ULiSSCPc-25g4,27,36000,Aluguel,7,TPzM0jth-EdNI,Educação,D,16000,15.7,1,0.44,XtShF7A6-ZaSL,N,9
tgRKkhgh-mb05,23,60000,Aluguel,3,g8uJax8a-yXFL,Educação,C,12250,10.59,0,0.2,4aRzBpPo-sUsv,N,3
mKwcshGJ-eKiv,23,72000,Aluguel,8,RiM2YZ1K-jjgR,Médico,B,3000,11.99,0,0.04,XpCGSyhg-YquR,N,2
NSc5Eepm-PPd9,30,102000,Hipotecada,8,mDaj6N5X-Xw3C,"Melhoramento do lar",D,15000,15.62,0,0.15,ApihgfKy-qvKj,Y,8
fs7hGfT5-KPYt,44,36000,Hipotecada,0,a1vZhRaF-M7zp,Investimento,B,1000,11.48,0,0.03,uNKeWhOW-Lrt0,N,15
682nBlNr-N0Eo,22,25000,Aluguel,6,lg9BPoXW-GE7t,Educação,B,8000,11.36,1,0.32,2JkxsjX7-r2uw,N,2
6dhz5AaN-WzSB,33,55259,Aluguel,15,vmbOa62i-85wM,Educação,D,11200,17.49,0,0.2,5BlPfnmA-ciuU,N,5
4mS4iCzZ-qyOt,23,50004,Hipotecada,7,ISo2Yerd-8sh5,Educação,A,2700,5.99,0,0.05,pSrYAxyv-fglH,N,2
ncXADcDH-CryU,29,105000,Hipotecada,13,eqFTzIcr-2v90,"Melhoramento do lar",A,12000,7.88,0,0.11,u9ALMRih-F6s9,N,7
XtcKZRPl-uaRs,24,32000,Hipotecada,4,1uFZuajv-wznm,Investimento,B,3000,10.75,0,0.09,kEH7gkYT-sBrp,N,4
xdAf6clo-MA1C,43,91800,Hipotecada,0,MlpzOob7-wU1w,Médico,D,8400,14.84,1,0.08,XUsDREK1-bJAh,N,14
wxOJIgEo-634U,31,85000,Hipotecada,15,M9zKSS1d-hWnv,Pessoal,A,4500,6.54,0,0.05,o7ocZznZ-UIGM,N,6
KUPFiSkg-c4Hg,38,22000,Aluguel,2,iLqNvnq6-4bfn,"Quitação de dividas",C,2350,14.17,0,0.11,qrkFQsFr-oqk2,Y,16
zkH7O6ZC-iah2,22,14400,Aluguel,0,whiJXT8q-raGt,Investimento,D,4000,14.61,1,0.28,N9ZKzCyF-th0z,N,2
QzLlRaIa-URQ8,31,62000,Hipotecada,9,QSLsnuXj-RktP,Médico,C,2500,14.65,0,0.04,C15befIr-ohsT,Y,6
ENiXLTvD-FPQl,24,44000,Aluguel,1,AlWSbuLy-ZD9j,"Quitação de dividas",D,4000,17.58,1,0.09,HcnExZ5s-7rCY,N,2
JIUu4vn5-JU4t,29,40500,Hipotecada,0,UXRvh48s-GGnI,Educação,A,6000,8.38,0,0.15,c2ie4JUE-rQ5f,N,8
vdmZhE6q-GzkD,23,42000,Aluguel,2,NewU2LIO-yfQ7,Pessoal,B,6500,10.37,0,0.15,osk2GPDf-rTxN,N,3
H9AIiBHk-BSwW,23,25000,Aluguel,1,NP03u8Xu-Hqlq,Investimento,B,4025,9.91,0,0.16,HcZN1ftY-bKw4,N,4
LfkCrYM9-xeCt,28,200000,Aluguel,4,3xNRPju8-tHOO,Investimento,D,25000,15.33,0,0.13,j7JY2fFd-0OEi,Y,7
cdc63Ucr-MrMU,41,41004,Hipotecada,4,cnBx3GFp-yzmn,Médico,B,10000,11.99,0,0.24,5MvYiGcU-NZDW,N,14
BAgJKpRo-fHPA,29,32000,Própria,1,IREZIcQv-wWcb,"Melhoramento do lar",A,2100,6.91,0,0.07,B6vs15KA-Bgx3,N,5
qdZtOGS8-gOe2,25,15996,Aluguel,1,h85G9nNu-K2y6,Educação,C,2000,13.48,0,0.13,Gb64b5UP-ifY1,Y,4
sFfUKMhh-ELZ1,35,60000,Hipotecada,3,z0TKjYPK-6qlU,Educação,B,19600,9.91,0,0.33,QgjYYk6e-8SG3,N,5
jtcaYitR-xqFG,37,27036,Aluguel,2,FIRPMx3P-bGAT,Investimento,B,5000,11.49,0,0.18,dS6biv64-9jeL,N,11
tPpOzUCH-S4W7,25,82000,Hipotecada,2,YW2n0Pyp-5Ipw,"Melhoramento do lar",E,10000,14.93,0,0.12,oEOsKcgr-qKc5,N,3
tTx16FRN-YZgW,42,98000,Hipotecada,2,zlPTegcB-ZKxN,Educação,B,18000,11.58,0,0.18,RHQQqjEk-P129,N,11
4UUydGTZ-OG9t,23,60000,Aluguel,7,e45GgWIa-1Jm0,Pessoal,B,15000,10.62,1,0.25,ah6TCCfa-xeAX,N,3
F4A8wY7p-A0uS,29,57000,Hipotecada,13,QetZb3xK-L4WU,"Melhoramento do lar",A,6000,9.32,0,0.11,mdSFYNF0-uyGu,N,5
PvELqXUL-jMim,31,72000,Hipotecada,15,uLNp2k7x-5J9C,Investimento,D,12300,14.96,0,0.17,ihkKCTZT-3Krx,Y,5
g9BlkgKH-OFcK,24,80000,Própria,8,ubuOP0dM-kdnt,Investimento,A,12000,7.49,0,0.15,H3n0j4Sb-xl4A,N,3
eXw8FALt-NyRX,25,22260,Hipotecada,9,ddP8DOuO-g394,Pessoal,A,6400,7.88,0,0.29,2AQsteU0-EMGF,N,4
Ya5ohIL0-tHfE,25,39600,Aluguel,2,y6Yzj9HJ-ZIRY,Médico,B,12000,10.99,0,0.3,4prffznb-Zriu,N,2
FD9v0GZ3-AOdC,33,82150,Aluguel,4,l58TcQFe-EexM,"Melhoramento do lar",A,5000,7.51,0,0.06,n52m6syY-mlCW,N,5
vKhHzjkT-7ndU,22,68496,Aluguel,4,tw3EcNqB-aPJC,Pessoal,D,12000,15.31,0,0.18,G0wUDISd-FTYI,Y,3
zAQA9tif-mGJp,41,46152,Aluguel,10,UKaQPJui-0t8H,Pessoal,B,14525,11.11,1,0.31,oPXwTxbq-d8vu,N,16
kP20EDes-gSSe,25,85000,Hipotecada,7,LzO0LJx5-Ekxb,Educação,C,12000,14.65,0,0.14,whm6rQqG-hKzK,Y,4
Zw4qJTjI-hnZH,25,36000,Aluguel,2,awkTOTO2-EGCH,Pessoal,C,4000,13.61,0,0.11,Eqv2Edu1-17Uq,Y,3
uLHLbGkm-304c,28,70254,Própria,12,kFPKQ3BF-NAi3,Investimento,A,3500,6.62,0,0.05,24FOBvTv-IaO0,N,9
0rTT1m0A-WtyP,24,62800,Aluguel,5,KdfmNKkf-O4wm,Pessoal,B,14000,12.69,0,0.22,M0K2uLIY-9ySk,N,2
jk6PXGhs-xOr5,26,72000,Aluguel,6,l8Kwi4r3-eKDi,Pessoal,A,15000,6.92,0,0.21,ulzrR2hg-YsNW,N,3
5sWDi1dX-xuum,23,82000,Hipotecada,5,Hpqwi1yc-YK3j,Pessoal,B,9600,10,0,0.12,P6TAIoB2-Wlyr,N,2
cdOjE5iu-vnvF,31,39000,Hipotecada,5,9sUBFsuq-4Ocy,Educação,B,22000,11.36,1,0.56,QuEpGfnc-97mK,N,5
o5njZeLm-iFda,28,73500,Aluguel,0,UgKRMXBt-zo6t,"Melhoramento do lar",C,14400,12.98,0,0.2,G4JI77pn-jWYb,Y,6
KFw8YN93-Egtc,33,24000,Aluguel,6,b63Yj9nG-oFGE,Médico,A,10000,8.9,1,0.42,OnhLxWww-9K1w,N,10
jn8Ia4cU-z64J,33,85000,Hipotecada,12,rPhvYPrw-tzg1,"Melhoramento do lar",A,8000,7.14,0,0.09,Gii9lso9-K7nU,N,8
HXiHczub-eeb4,21,34416,Aluguel,5,uYZcOaDf-Lq8v,Educação,A,2300,6.76,0,0.07,D5c4SKBq-NqYT,N,2
GAnvgiOa-2s9k,21,49800,Aluguel,6,2h01ivmf-loMu,Educação,A,2975,7.9,0,0.06,Q21499P5-HDsk,N,2
EElXasXJ-W2Q1,37,40000,Própria,1,AOWQo7Gk-kivz,"Melhoramento do lar",B,15000,11.48,0,0.38,yYdXfBlk-axvg,N,17
pGMcruLy-JxnF,31,60000,Aluguel,4,MQnKcLRX-Qugz,"Melhoramento do lar",A,4200,8.49,0,0.07,mf3hUzE5-ofYM,N,10
Y3g4UP1A-IPHb,23,38000,Aluguel,7,mdq4wftv-EnGW,Pessoal,B,12000,11.71,1,0.32,aj868aQ6-89Zq,N,2
z0a4FGkf-0KFm,55,51000,Aluguel,2,7erDFdLy-qj0l,Pessoal,A,8000,5.79,0,0.16,w2DWveuY-ArTT,N,26
rclihyvr-u4oD,27,145986,Hipotecada,2,yvPtWYTE-fDrm,Médico,A,5500,5.42,0,0.04,PmSk5KmL-5a06,N,6
nfPeegdQ-iJ0G,24,57996,Aluguel,2,6OJalJDk-ijHt,"Quitação de dividas",B,1500,10.75,0,0.03,ez97WZ6u-RpsO,N,4
tNfvMjDq-raHJ,22,34980,Aluguel,3,p0sQrbcB-Zp99,"Quitação de dividas",C,1500,12.23,1,0.04,LlrXK9y6-lRlK,Y,4
k7K8fImP-z2NY,26,92400,Hipotecada,8,kIPXfNAf-BDNP,Médico,A,14500,7.88,0,0.16,RoXP3cdk-7wuz,N,4
Na6jJ3eQ-Htt4,29,118400,Hipotecada,11,hd4KKuTH-4IIQ,Educação,A,35000,7.9,0,0.3,j0sJRifa-2Lkg,N,8
HAxxbnvs-n4PH,30,50000,Própria,4,HXEBklu1-xHfP,"Quitação de dividas",D,10000,15.95,0,0.2,84sI9w31-hH8Y,Y,7
bdMXkPeB-6QLa,28,70000,Aluguel,1,lOYUE5BT-fkxM,"Melhoramento do lar",C,12000,14.27,0,0.17,906cTmH0-AYO2,Y,6
S0Ub69ii-Ib8C,22,50285,Hipotecada,6,9blmWLPH-a9O3,"Quitação de dividas",C,7000,13.11,0,0.14,o7H0eS4H-Iyit,Y,4
9WaUi9n0-jJ3B,26,150000,Hipotecada,3,MSRpifvf-Cwbz,"Quitação de dividas",B,25000,9.99,0,0.17,dWq0RS20-79wy,N,4
TIwzMfEl-Bir6,24,21000,Outro,4,hDiPtHmY-IiCR,Pessoal,B,6000,12.21,0,0.29,6mGGLW2G-ELgk,N,2
GpP4JXl7-L57A,26,56950,Aluguel,10,1S9Mm8MS-Tm4l,Médico,B,7550,9.99,1,0.11,ZT40zUHR-QIbR,N,3
q0xaJwjD-DMtZ,22,63996,Hipotecada,6,DRksIpgk-RSWa,"Quitação de dividas",A,4000,5.42,0,0.06,UAmBpTC5-jKWg,N,4
JsNuQuLE-y5OW,33,94896,Hipotecada,2,7zwXuyRP-2ztp,"Melhoramento do lar",B,3500,11.89,0,0.04,Wn6urulO-6oZC,N,7
UCC6hzXa-S41X,38,110000,Hipotecada,5,injMnNAf-kJAo,Médico,B,16000,11.99,0,0.15,nPMML9AK-m0v5,N,13
1nLG5Cqu-QK0K,30,73000,Aluguel,4,NR1KYJDF-ZsJk,Investimento,C,12000,14.26,1,0.16,AhUOYaRM-0yht,Y,5
CM0QqKZu-sIky,25,21000,Aluguel,0,HsvfpNg0-KZ8R,"Quitação de dividas",B,4500,9.62,0,0.21,wvEEvuI5-9uhu,N,4
vLzIk8cr-iSNs,30,49000,Hipotecada,14,reabjuwe-KsbF,Pessoal,D,8500,16.32,0,0.17,9EoffrTY-66tK,Y,9
PeG7BZiY-WtJ2,22,24744,Própria,5,LRKJakcN-AH0g,Investimento,B,5000,11.89,0,0.2,euZ8n7DH-WmMx,N,2
ZqFGXuRK-DXMU,22,78000,Aluguel,3,2u9zymGP-anrk,Investimento,B,10000,12.42,0,0.13,ChWqblgd-hMf7,N,2
RHjPWxqO-PP7d,23,50052,Própria,8,IWKjGphz-TKhc,Pessoal,B,15000,9.63,0,0.3,cJcAyWnu-rfoz,N,4
1rx5bLWq-g5Qa,32,300000,Hipotecada,2,SqaBqFi8-A77i,Médico,C,24000,12.87,0,0.08,eCg51CXt-8Chu,N,10
1yiiuvWp-QWex,55,54000,Aluguel,4,vbrg5URv-zgBR,"Quitação de dividas",C,1000,13.99,1,0.02,gWlpPDug-TqxY,N,27
bxEc1gFz-v0jf,24,66000,Aluguel,2,6FD1QvFG-ym8D,Pessoal,D,18000,14.54,1,0.27,03Ujpea1-w7l3,Y,4
lPZopjL0-XGtn,39,73000,Hipotecada,2,Xzdladyd-6Myx,Educação,B,5000,11.86,1,0.07,u5q8o3dw-HcPF,N,16
t97pxyfH-WptI,25,130000,Hipotecada,9,LfpeoHKw-cQA1,Pessoal,B,15000,11.89,0,0.12,SKRRtPDA-PBAG,N,2
OAdA0fjC-hK39,24,50000,Hipotecada,5,k2RbRYnP-YLzr,Pessoal,B,3500,10.99,0,0.07,rwsJrnAG-UvfK,N,2
m7j1qd44-hpvc,31,34000,Aluguel,2,uUG9NCHo-CKSS,Médico,B,2400,12.21,0,0.07,rIwNQhl5-O9bH,N,5
4oaPXyOU-PXeb,24,128000,Hipotecada,4,huf29UCD-GjLC,Educação,A,12000,6.03,0,0.09,d3TNqCyR-Zj6b,N,3
F8envOxo-PXyf,23,47000,Aluguel,1,tTQGQyyX-dtbY,Pessoal,C,15000,12.04,1,0.32,vEpchM8y-4WtW,Y,2
aWPJNnwL-TZ8F,27,28800,Aluguel,0,h3rEqmph-07Y0,Educação,A,3000,7.88,1,0.1,sFKXoexQ-67BM,N,7
n6mHSz0L-RqYZ,26,145000,Aluguel,1,odhU1llI-cYbi,"Melhoramento do lar",B,10000,10.99,0,0.07,FnxhoFiv-SzTK,N,3
t0lwB8J4-tg8B,23,52000,Própria,3,duGwNtgl-CTRF,Médico,C,9250,13.16,0,0.18,sYa4y8Md-hGXg,N,3
4hphkPo9-YqDc,31,46992,Aluguel,1,5Gl11Sdq-ArRp,Médico,B,11000,11.14,0,0.23,wgunoKp5-k5FR,N,9
RtvoO52d-QRdP,23,70000,Aluguel,4,nQPb4NLY-7ieq,Educação,A,6000,7.49,0,0.09,Tyng8PvX-hA4i,N,2
W08TDZUP-tiwa,23,66000,Aluguel,7,EPUXFZs4-7NlD,Médico,B,5000,10.39,0,0.08,XcBUejfI-j6dW,N,4
7E3qhFDT-p4Lm,24,48000,Hipotecada,5,gMaqdmdR-a4DI,"Melhoramento do lar",A,17000,6.91,0,0.35,w2nMfAC7-497I,N,4
ifD5OJYz-bD61,24,79000,Aluguel,8,UbyAfu1Y-F7TF,"Quitação de dividas",A,21000,7.9,0,0.27,dC8sCJok-tsRO,N,4
JpDBhB6g-6amk,26,34000,Aluguel,4,JowvkqMH-UilX,Pessoal,E,4200,16.82,1,0.12,7YKmYR1O-nXb3,Y,3
IUkNmlvx-g8Gm,22,73000,Hipotecada,5,Alj9mpRq-56Sa,"Quitação de dividas",C,22000,15.96,0,0.3,TZg3nTq7-vLtY,Y,4
